lyrics
fuck a silver lining fuck a silver lining cause only gold is hot enough hot enough fuck a silver lining fuck a silver lining cause only gold is hot enough hot enough one more one more its just cherries cherries everything is cherries on top no wings of wax or endless mountains tragedies with penniless fountains its just cherries cherries its coming up cherries on top sunset shadows through the trophies i guess it just aint big enough say one more one more one more fuck a silver lining fuck a silver lining cause only gold is hot enough hot enough fuck a silver lining fuck a silver lining cause only gold is hot enough hot enough its just cherries cherries everything is cherries on top its just cherries cherries everything is cherries on top weve been falling falling its like we fell to the top i was born to cut a million cut my teeth and made a killing now im dodging dodging everything you think that im not archetype of television was lost in thought but held my vision when ya gonna say my name when ya gonna say my name a quick charade beyoncé lemonade when ya gonna say my name when ya gonna say my name no delay no half way lemme hear you say one more one more one more silver lining fuck a silver lining cause only gold is hot enough hot enough fuck a silver lining fuck a silver lining cause only gold is hot enough hot enough its just cherries cherries everything is cherries on top its just cherries cherries everything is cherries on top silver lining fuck a silver lining cause only gold is hot enough hot enough
all my life been hustling and tonight is my appraisal cause im a hooker selling songs and my pimps a record label this world is full of demons stocks and bonds and bible traitors so i do the deed get up and leave a climber and a sadist yeah are you ready for the sequel aint ready for the latest in the garden of evil im gonna be the greatest in a golden cathedral ill be praying for the faithless and if you lose boo hoo hey look ma i made it hey look ma i made it everythings coming up aces aces and if its a dream dont wake me i said hey look ma i made it friends are happy for me or theyre honeysuckle phonies they celebrate my medals or they wanna take my trophies some are loyal soldiers while these other thorns are rosy and if you never know who you can trust then trust me youll be lonely oh are you ready for the sequel aint ready for the latest in the garden of evil im gonna be the greatest in a golden cathedral ill be praying for the faithless and if you lose boo hoo hey look ma i made it hey ook ma i made it everythings coming up aces aces and if its a dream dont wake me i said hey look ma i made it i made it i said hey look ma i made it i made it i see it i want it i take it take it if its a dream dont wake me i said hey look ma i made it hey look ma i made it hey look ma i made it hey look ma i made it hey look ma i made it
had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes mama said fulfill the prophecy be something great go make a legacy manifest destiny back in the days we wanted everything wanted everything mama said burn your biographies rewrite your history light up your wildest dreams museum victories everyday we wanted everything wanted everything mama said dont give up its a little complicated all tied up no more love and i hate to see you waiting had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes mama said its uphill for oddities the stranger crusaders aint ever wannabes the weird and the novelties dont ever change we wanted everything wanted everything stay up on that rise stay up on that rise and never come down stay up on that rise stay up on that rise and never come down mama said dont give up its a little complicated all tied up no more love and i hate to see you waiting they say its all been done but they havent seen the best of me eh eh eh so i got one more run and its gonna be a sight to see eh eh eh had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes
broadway is black like a sinkhole everyone raced to the suburbs and im on the rooftop with curious strangers this is the oddest of summers maybe ill medicate maybe inebriate strange situations i get anxious maybe ill smile a bit maybe the opposite but pray that they dont call me thankless my tell tale hearts a hammer in my chest cut me a silk tie tourniquet this is my roaring roaring 20s i dont even know me roll me like a blunt cause i wanna go home roll me like a blunt cause i wanna go home this is my roaring roaring 20s i dont even know me roll me like a blunt cause i wanna go home roll me like a blunt cause i wanna go home oscars and emmys and grammys everyone here has a trophy and im sipping bourbon the futures uncertain the past on the pavement below me maybe ill elevate maybe im second rate so unaware of my status maybe im overjoyed maybe im paranoid designer me up in straight jackets my tell tale hearts a hammer in my chest cut me a silk tie tourniquet this is my roaring roaring 20s i dont even know me roll me like a blunt cause i wanna go home roll me like a blunt cause i wanna go home this is my roaring roaring 20s i dont even know me roll me like a blunt cause i wanna go home roll me like a blunt cause i wanna go home hallucinations only mean that your brain is on fire but its lord of the flies in my mind tonight i dont know if ill survive lighters up if youre feelin me fade to black if youre not mine cause i just need a sign or a signal inside this is my roaring roaring 20s i dont even know me roll me a blunt cause i wanna go home roll me a roll me a blunt this is my roaring roaring 20s i dont even know me roll me like a blunt cause i wanna go home roll me like a blunt cause i wanna i wanna go home i wanna go home
im a moon walker im like mj up in the clouds i know it sounds awkward im filthy as charged filthy as charged youre a sweet talker but darlin whatcha gonna say now the midnight marauders the high will never come down never come down you cant take me anywhere anywhere you cant take me anywhere anywhere im still uninvited im still gonna light it im going insane and i dont care dancin dancin dancings not a crime unless you do it without me unless you do it without me dancin dancin dancings not a crime unless you do it do it do it do it without me without me and if youre night crawlin with him i wont take it lying down ive got a few lawyers and youre guilty as charged guilty as charged we could be waltzin but darlin dont be throwing shade now dont call me saint california if youre at another altar just gimme your vows gimme your vows yeah cant take me anywhere anywhere you cant take me anywhere anywhere im still uninvited im still gonna light it im going insane and i dont care dancin dancin dancings not a crime unless you do it without me unless you do it without me dancin dancin dancings not a crime unless you do it do it do it do it without me without me ooh ooh ooh whats come over you baby just tell me now ooh ooh ooh honey make that move cause i just wanna be your boyfriend girlfriend oh yeah and i just wanna be your boyfriend girlfriend oh yeah oh yeah dancin dancin dancings not a crime unless you do it without me unless you do it without me dancin dancin dancings not a crime unless you do it do it do it do it without me without me do it do it do it without me without me without me 
 orange juice pour out half the carton grey goose pour it get it started good times remedy your sorrows baptize dont worry about tomorrow shake it up shake it up now its time to dive in share a cup share a cup now youre screwdriving every weekend with your friends every weekday when it ends damn its all good i guess this is what it feels like when you become one of the drunks this is what it feels like when you become one of the drunks searching for a new high high as the sun uncomfortably numb this is what it feels like when you become one of the drunks welcome to the club welcome to the club welcome to the club never dry every day youre thirsty bourbon high sip it till youre tipsy nights young searching for a feeling big fun dancing with the demons holy spirit holy spirit grips you like a pistol wet the whistle wet the whistle abyss of ice crystals every weekend with your friends every weekday when it ends damn its all good i guess this is what it feels like when you become one of the drunks this is what it feels like when you become one of the drunks searching for a new high high as the sun uncomfortably numb this is what it feels like when you become one of the drunks welcome to the club round and round and round and round and round and round damn its all good round and round and round and round and round and round damn its all good i guess this is what it feels like when you become one of the drunks this is what it feels like when you become one of the drunks searching for a new high high as the sun uncomfortably numb this is what it feels like when you become one of the drunks welcome to the club welcome to the club welcome to the club this is what it feels like when you become one of the drunks welcome to the club welcome to the club 
sorry to get sentimental tonight its just that everything reminds me of things i thought i shouldnt have to see again see the thing is im sorry to say someone still loves you someone still loves you meet me meet me at the overpass at the overpass sketchy girls and lipstick boys troubled love and high speed noise i know you wanna meet me meet me at the overpass at the overpass sketchy girls and lipstick boys troubled love and high speed noise i know you wanna i have a shirt that keeps your smell you keep one too in parallel see the thing is im so sorry to say someone still loves you someone still loves you tiny bottles of shit wine in a tin can that climbs but i remember every time everything about you is perfect down to your blood type but i remember every time meet me meet me at the overpass at the overpass sketchy girls and lipstick boys troubled love and high speed noise i know you wanna meet me meet me at the overpass at the overpass sketchy girls and lipstick boys troubled love and high speed noise i know you wanna 
heaven knows that im born late for these ghosts that i chase with these dreams i unfair painted skies in my brain every day im carl sagan in space to escape this old world this old world somedays i lie wide awake till the sun hits my face and i fade elevate from the earth far away to a place where im free from the weight this old world this old world i dont trust anything or anyone below the sun i dont feel anything at all im king of the clouds of the clouds i get lifted i get lifted king of the clouds of the clouds i get lifted i get lifted some only live to die im alive to fly higher than angels in outfields inside of my mind im ascending these ladders im climbin say goodbye this old world this old world and when i fall to rise with stardust in my eyes in the black of the night im combustible dust in the fire when i cant sleep a wink im too tired this old world this old world i dont trust anything or anyone below the sun i dont feel anything at all im king of the clouds of the clouds i get lifted i get lifted king of the clouds of the clouds i get lifted i get lifted imagination take me somewhere i dont know im lost but i better find it alone king of the clouds of the clouds i get lifted i get lifted i keep searching oh i keep searching i keep searching
once upon a thrill from a kiss to a swill we were swallowin the night its like we had nine lives dead and gone so long seventeen so gone dead and gone so long seventeen so we were borderline kids with a book of disorders medicatin every day to keep the straightness in order dead and gone so long seventeen so gone dead and gone so long seventeen so gone its the false side of hope where believers concede and theres only memories when its over so pour out some liquor make it an an old fashioned remember your youth and all that you do the plank and the passion they were the best of times they were the best of times they were the best of times they were the best of times of your life once upon before we were brilliant and bored two dashes of the bitters add some ice and you pour dead and gone so long seventeen so gone dead and gone so long seventeen so gone its the false side of hope where believers concede and theres only memories when its over so pour out some liquor make it an an old fashioned remember your youth and all that you do the plank and the passion they were the best of times they were the best of times they were the best of times they were the best of times of your life now it looks like a wasteland not the way that we remember one more sip for the past always tip your bartenders get boozy boozy boozy get booze so pour out some liquor make it an an old fashioned remember your youth and all that you do the plank and the passion they were the best of times they were the best of times they were the best of times they were the best of times
the moment you arrived they built you up the sun was in your eyes you couldnt believe it riches all around youre walking stars are on the ground you start to believe it every face along the boulevard is a dreamer just like you you looked at death in a tarot card and you saw what you had to do but nobody knows you now when youre dying in la and nobody owes you now when youre dying in la when youre dying in la when youre dying in la the power the power the power oh the power the power the power of la nights at the chateau trapped in your sunset bungalow you couldnt escape it yeah drink of paradise they told you put your blood on ice youre not gonna make it every face along the boulevard is a dreamer just like you you looked at death in a tarot card and you saw what you had to do but nobody knows you now when youre dying in la and nobody owes you now when youre dying in la when youre dying in la when youre dying in la the power the power the power oh the power the power the power of la
