lyrics
tonight i just want to take you higher throw your hands up in the sky lets set this party off right players put yo pinky rings up to the moon girls what yall trying to do 24 karat magic in the air head to toe so player uh look out show time guess whos back again oh they dont know i bet they know soon as we walk in designer minks dont look too hard might hurt yaself known to give the color red the blues ooh shit im a dangerous man with some money in my pocket so many pretty girls around me and they waking up the rocket why you mad fix ya face aint my fault yall be jocking players only come on put your pinky rings up to the moon girls what yall trying to do 24 karat magic in the air head to toe so player uh look out second for the hustlas bad bitches and ya ugly ass friends i gotta show em how a pimp get it in first take your sip we too fresh got to blame it on jesus hashtag blessed they aint ready for me im a dangerous man with some money in my pocket so many pretty girls around me and they waking up the rocket why you mad fix ya face aint my fault yall be jocking players only come on put your pinky rings up to the moon hey girls what yall trying to do 24 karat magic in the air head to toe so player uh look out everywhere i go they be like ooh so player ooh everywhere i go they be like ooh so player ooh everywhere i go they be like ooh so player ooh now now now watch me break it down like 24 karat 24 karat magic whats that sound 24 karat 24 karat magic come on now 24 karat 24 karat magic dont fight the feeling invite the feeling just put your pinky rings up to the moon girls what yall trying to do 24 karat magic in the air head to toe so player put your pinky rings up to the moon girls what yall trying to do 24 karat magic in the air head to toe so player uh look out 
she got to shake her little something throwing that thing from left right side to side she got to have her own money shout out to the girls that pay they rent on time if you aint here to party take your ass back home if you getting naughty baby heres my phone slide with your boy to the bar slide with your boy to the car ive been searching everywhere and now here you are chunky looking for them girls with the big old hoops that drop it down in daisy dukes yeah i am the one so im trying to recruit im looking at you yeah you baby now let me hear you say you ready girl you better have your hair weave strapped on tight cause once we can go where we rolling well cha cha til the morning so just say alright if you aint here to party take your ass back home if you getting naughty baby heres my phone slide with your boy to the bar slide with your boy to the car ive been searching everywhere and now here you are chunky looking for them girls with the big old hoops that drop it down in daisy dukes yeah i am the one so im trying to recruit im looking at you yeah you baby you got what i want 37 27 42 squeeze all of that into my coupe girl i choose you chunky looking for them girls with the big old hoops that drop it down in daisy dukes yeah i am the one so im trying to recruit im looking at you yeah you baby chunky looking for them girls with the big old hoops that drop it down in daisy dukes yeah i am the one so im trying to recruit im looking at you yeah you baby
now look at you been walking in here looking all pretty and angry and mean and good now i know you didnt get your hair done so you could just sit down and just sit still aye we tryna have a good time tonight lets go over here its my birthday no its not but i still look good though high comb hot i bet you want an autograph for you and your friends gotta do it in the penthouse thats where i keep my pen what you cant dance aint got rhythm what you got a man i dont see you with him put your phone down lets get it forget your instagram and your twitter got me like woah wait a minute you need to take a minute loosen them shoulders up pour it up lets work throw some perm on your attitude girl you gotta relax ooh let me show you what you got to do you gotta lay it back matter of fact band show her how to lay it back show her how to lay it back show her how to lay it back show her how to lay it back alright come on baby i love you no you dont you never know i might though cant say i wont ah theres that smile im looking for was that so hard if you ever need to smile again girl take my card razzle dazzle never gon stop what you want is what i got you wanna get down you gotta get up dont be stingy with your big ol butt you got a booty like woah wait a minute im just playing with you loosen them shoulders up pour it up lets work throw some perm on your attitude girl you gotta relax ooh let me show you what you got to do you gotta lay it back matter of fact band show her how to lay it back show her how to lay it back show her how to lay it back show her how to lay it back alright aye now you got it baby you tryna have some fun tonight you just try to follow these simple instructions you ready you need activate your sexy now lean with it then pat pat pat til its flat one more time you need activate your sexy now lean with it then pat pat pat til its flat i say it again throw some perm on your attitude girl you gotta relax ooh let me show you what you got to do you gotta lay it back matter of fact band show her how to lay it back show her how to lay it back show her how to lay it back show her how to lay it back alright 
i got a condo in manhattan baby girl whats hatnin you and your ass invited so gon and get to clappin so pop it for a pimp pop pop it for me turn around and drop it for a pimp drop drop it for me ill rent a beach house in miami wake up with no jammies lobster tail for dinner julio serve that scampi you got it if you want it got got it if you want it said you got it if you want it take my wallet if you want it now jump in the cadillac girl lets put some miles on it anything you want just to put a smile on it you deserve it baby you deserve it all and im gonna give it to you gold jewelry shining so bright strawberry champagne on ice lucky for you thats what i like thats what i like lucky for you thats what i like thats what i like sex by the fire at night silk sheets and diamonds all white lucky for you thats what i like thats what i like lucky for you thats what i like thats what i like im talkin trips to puerto rico say the word and we go you can be my freaka girl ill be on fleek ah mamacita i will never make a promise that i cant keep i promise that youll smile and gon never leave shopping sprees in paris everything 24 carats take a look in that mirror now tell me whos the fairest is it you and ill agree baby jump in the cadillac girl lets put some miles on it anything you want just to put a smile on it you deserve it baby you deserve it all and im gonna give it to you gold jewelry shining so bright strawberry champagne on ice lucky for you thats what i like thats what i like lucky for you thats what i like thats what i like sex by the fire at night silk sheets and diamonds all white lucky for you thats what i like thats what i like lucky for you thats what i like thats what i like if you say you want a good time well here i am baby here i am baby talk to me talk to me talk to me tell me whats on your mind if you want it girl come and get it all this is here for you tell me baby tell me tell me baby what you tryna do gold jewelry shining so bright strawberry champagne on ice lucky for you thats what i like thats what i like lucky for you thats what i like thats what i like sex by the fire at night silk sheets and diamonds all white lucky for you thats what i like thats what i like lucky for you thats what i like thats what i like
lets take our time tonight girl above us all the stars are watchin theres no place id rather be in this world your eyes are where im lost in underneath the chandelier were dancin all alone theres no reason to hide what were feelin inside right now so baby lets just turn down the lights and close the door oooh i love that dress but you wont need it anymore no you wont need it no more lets just kiss til were naked baby versace on the floor oooh take it off for me for me for me for me now girl versace on the floor oooh take it off for me for me for me for me now girl now i unzip the back to watch it fall while i kiss your neck and shoulders no dont be afraid to show it all ill be right here ready to hold you girl you know youre perfect from your head down to your heels dont be confused by my smile cause i aint ever been more for real for real so just turn down the lights and close the door oooh i love that dress but you wont need it anymore no you wont need it no more lets just kiss til were naked baby versace on the floor oooh take it off for me for me for me for me now girl versace on the floor oooh take it off for me for me for me for me now girl dance its warmin up can you feel it its warmin up can you feel it its warmin up can you feel it baby its warmin up oh seems like youre ready for more more more lets just kiss til were naked versace on the floor hey baby take it off for me for me for me for me now girl versace on the floor oooh take it off for me for me for me for me now girl versace on the floor floor floor
girl i bet your momma named you good lookin cause you sure look good to me my attention oh yes you just took it youre probably the finest thing that i ever seen and nobody at the party droppin it low like the way that you do you got me sayin damn girl break it down for me take it nice and slow let me watch while you turn around just back it up on me girl right now right now i got your body rockin side to side i know exactly what is on your mind oh baby we gon have some fun tonight straight up and down straight up and down oh i know exactly what is on your mind oh baby we gon have some fun tonight straight up and down this liquor got both of us faded so gone so gone so gone but your booty deserve a celebration and im gonna celebrate it all night long come on here and show me why you got the whole club starin at you you got me sayin damn girl break it down for me take it nice and slow let me watch while you turn around just back it up on me girl right now right now i got your body rockin side to side i know exactly what is on your mind oh baby we gon have some fun tonight straight up and down straight up and down oh i know exactly what is on your mind oh baby we gon have some fun tonight straight up and down girl tell me when youre ready ready to go just say the word and then well take this home dont you fight the feelin cause i feel it too freakin me baby while im freakin you i got your body rockin side to side i know exactly what is on your mind oh baby we gon have some fun tonight straight up and down straight up and down oh i know exactly what is on your mind oh baby we gon have some fun tonight straight up and down
i got too many girls on hold for you to be so bold too many on my team for you to act so mean you say you wanna go and have fun well you aint the only one if i ring dont let it ring too long or im gone i got alicia waitin aisha waitin all the eeshas waitin on me so why you contemplatin playa hatin if this is how its gonna be im calling all my lovelies cause i cant get a hold of you since you aint thinking of me oh look what youre making me do honey pie im far too fly to be on standby sendin me straight to voicemail suga what the hell oh you ought to be ashamed playin these childish games i dont get down like that tell me where you at hit me back i got alicia waitin aisha waitin all the eeshas waitin on me so why you contemplatin playa hatin if this is how its gonna be im calling all my lovelies cause i cant get a hold of you since you aint thinking of me oh look what youre making me do pick up the phone pick up the phone cause all this loving needs a home oh no look at what you started baby now im left here broken hearted baby theres a pain in my chest i cannot explain i told myself i wasnt gon cry but somebodys gotta come dry these eyes cause hi youve reached halle berry sorry i cant get to the phone right now but if you leave your name and number ill get right back to you damn im calling calling calling calling all my lovelies cause i cant get a hold of you oh since you aint thinking of me look what youre making me do pick up the phone pick up the phone cause all this loving needs a home oh
ooh dont we look good together theres a reason why they watch all night long yeah know well turn heads forever so tonight im gonna show you off when im walkin with you i watch the whole room change baby thats what you do no my baby dont play blame it on my confidence oh blame it on your measurements shut that shit down on sight thats right we out here drippin in finesse it dont make no sense out here drippin in finesse you know it you know it we out here drippin in finesse it dont make no sense out here drippin in finesse you know it you know it now slow it down for me baby cause i love the way it feels when we grind yeah our connections so magnetic on the floor nothing can stop us tonight when im walkin with you i watch the whole room change baby thats what you do no my baby dont play blame it on my confidence oh blame it on your measurements shut that shit down on sight thats right we out here drippin in finesse it dont make no sense out here drippin in finesse you know it you know it we out here drippin in finesse it dont make no sense out here drippin in finesse you know it you know it fellas grab your ladies if your lady fine tell her she the one she the one for life ladies grab your fellas and lets do this right if youre on one like me in mind yeah we got it goin on got it goin on dont it feel so good to be us ay yeah we got it goin on got it goin on girl we got it goin on yeah we got it goin on got it goin on dont it feel so good to be us ay yeah we got it goin on got it goin on we out here drippin in finesse it dont make no sense out here drippin in finesse you know it you know it we out here drippin in finesse it dont make no sense out here drippin in finesse you know it you know it yeah we got it goin on got it goin on dont it feel so good to be us ay yeah we got it goin on got it goin on you know it you know it yeah we got it goin on got it goin on dont it feel so good to be us ay yeah we got it goin on got it goin on you know it you know it
ive made mistakes i could have treated you better i let you get away there goes my happily ever after tell me why why cant we try and start again this cant be how our story ends youre more than my girl youre my best friend tell me you remember when oooh i was your man and you were my girl it was you and me against the world baby aint nobody gonna love me like the way you do and you aint never gonna find a love like mine tell me what can i do to make it up to you cause what we gots too good to say goodbye goodbye yeah im still in love with you darlin i know you feel the same oh whats the point of both of us being broken hearted i pray its never too late so tell me why why cant we try and start again this cant be how our story ends youre more than my girl youre my best friend tell me you remember when i was your man and you were my girl it was you and me against the world baby aint nobody gonna love me like the way you do and you aint never gonna find a love like mine tell me what can i do to make it up to you cause what we gots too good to say goodbye goodbye girl wont you listen its you that im missin take my hand i wanna go i wanna go if were gonna fight this fight for better days i know were gonna make it this is the chance lets take it baby aint nobody gonna love me like the way you do and you aint never gonna find a love like mine tell me what can i do to make it up to you cause what we gots too good to say goodbye baby aint nobody gonna love me like the way you do and you aint never gonna find a love like mine tell me what can i do to make it up to you cause what we gots too good to say goodbye goodbye
i spent all my money bought a big old fancy car for these bright eyed honies oh yeah you know who you are keep me up til the sun is high til the birds start calling my name im addicted and i dont know why guess ive always been this way all these roads steer me wrong but i still drive them all night long all night long all you young wild girls you make a mess of me yeah you young wild girls youll be the death for me the death for me all you young wild girls no matter what you do yeah you young wild girls ill always come back to you come back to you i get lost under these lights i get lost in the words i say start believing my own lies like everything will be okay oh i still dream of a simple life boy meets girl makes her his wife but love dont exist when you live like this that much i know yes i know all these roads steer me wrong but i still drive them all night long all night long all you young wild girls you make a mess of me yeah you young wild girls youll be the death for me the death for me all you young wild girls no matter what you do yeah you young wild girls ill always come back to you come back to you you you you you you you yeah you you you you you you you all you young wild girls you make a mess of me yeah you young wild girls youll be the death for me the death for me all you young wild girls no matter what you do yeah you young wild girls ill always come back to you come back to you
